what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068094247
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410068112477
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410068117939
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410068126236
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410068126970
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410068132855
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410068136463
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410068144700
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410068147777
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410068184430
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410068209137
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410068223416
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410068242783
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068245630
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068368768
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068405678
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068449866
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068467273
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068471240
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410068472713
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068491251
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068506213
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410068538081
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410068569965
