what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410072153295
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072154186
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072286859
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072287797
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072337194
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072338574
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072354600
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072357544
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072432951
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072436930
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072562606
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072563954
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072723722
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410072725526
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410072771559
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410072797801
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410072815532
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410072821405
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410072829358
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410072831270
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410072841797
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410072843798
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410072846633
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410072850938
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410072857944
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072873194
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072887962
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072904338
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072907402
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410072910515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072911513
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072943891
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1410072957465
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410072992136
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073041014
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073080165
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073082799
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410073084417
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410073089892
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073091892
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073110876
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073146626
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073164387
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073178321
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073192123
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073204171
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073209477
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073215657
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073269338
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073281885
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073368655
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410073376211
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073461085
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073508070
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410073520484
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410073632257
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073639536
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073649207
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410073701955
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073706063
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073736716
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073749158
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073755496
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410073788048
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410073789254
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074073202
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410074105592
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410074118141
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410074123554
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074124419
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074131658
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074134795
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074135652
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074136305
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074146123
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074159469
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074188167
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074191236
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074272794
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074272911
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074276385
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074282763
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074511067
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410074517135
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074518437
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074870553
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074872112
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074884685
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074886606
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410074947399
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410075503321
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410075517149
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410075522630
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410075523127
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410075569609
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410075648844
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410075698910
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410075702392
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410075721120
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410075752772
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410075799616
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410075804577
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076136839
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410076149705
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410076151942
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410076301081
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410076317817
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076319415
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076334850
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410076377856
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076381370
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076438750
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410076455877
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076457943
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076491309
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076501058
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076588812
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076610453
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076707740
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410076755058
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410076763611
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076837268
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076839189
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076840701
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076910694
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076910761
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076912131
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410076915462
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410077103516
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410077105598
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410077171057
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410077172629
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410078123708
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410078130214
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410078235901
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410078246007
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410078249398
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410078260123
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410078276034
opened,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410078277063
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410078277482
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1410078277524
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410078289861
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410078292800
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410078298201
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410078300335
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410078305837
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410078318902
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410078348430
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410078357529
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410078373360
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410078395875
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410078403334
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410078440973
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410078470546
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410078753232
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410078889873
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410079030692
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410079076299
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079113822
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079122627
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410079128229
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410079131247
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410079141881
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410079147024
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079152033
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079175847
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410079193221
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1410079220929
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410079225107
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410079227477
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410079234152
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410079235647
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079274580
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079290056
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410079308536
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410079342458
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1410079364217
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079365579
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079376290
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410079385302
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1410079386753
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410079388849
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1410079390923
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079392466
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079397322
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1410079401101
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410079407961
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1410079410583
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079413363
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079419019
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1410079423452
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410079428432
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1410079431203
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079432720
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079440544
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1410079442978
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410079452272
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1410079457472
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079458210
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079463996
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1410079467613
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410079471947
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1410079473961
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079475505
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079483281
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1410079485795
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410079495541
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1410079501035
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1410079517115
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410079522694
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1410079526432
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079529783
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079535444
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1410079537525
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410079542096
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1410079545190
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079546818
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079552999
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410079575073
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410079590544
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410079592818
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410079596336
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1410079598712
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1410079613328
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079614560
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079616411
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079628502
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410079630420
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1410079815738
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079819288
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410079830532
